Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	1082	887.512	574.953	
	1083	888.055	574.926	
	1084	888.785	574.875	
	1085	889.438	574.828	
	1086	889.973	574.785	
	1087	890.395	574.773	
	1088	890.648	574.723	
	1089	890.195	574.715	
	1090	889.867	574.715	
	1091	889.641	574.75	
	1092	889.195	574.758	
	1093	888.863	574.762	
	1094	888.633	574.781	
	1095	888.199	574.805	
	1096	887.867	574.813	
	1097	887.637	574.832	
	1098	887.199	574.863	
	1099	886.867	574.875	
	1100	886.629	574.918	
	1101	886.199	574.922	
	1102	885.863	574.934	
	1103	885.625	574.984	
	1104	885.188	574.992	
	1105	884.863	575.031	
	1106	884.621	575.055	
	1107	884.188	575.063	
	1108	883.867	575.098	
	1109	883.629	575.125	
	1110	883.188	575.168	
	1111	882.867	575.172	
	1112	882.621	575.242	
	1113	882.199	575.25	
	1114	881.887	575.289	
	1115	881.648	575.332	
	1116	881.785	575.375	
	1117	881.996	575.406	
	1118	882.371	575.422	
	1119	882.438	575.348	
	1120	882.504	575.313	
	1121	882.563	575.266	
	1122	882.605	575.238	
	1123	882.633	575.25	
	1124	882.652	575.363	
	1125	882.648	575.48	
	1126	882.625	575.691	
	1127	882.477	575.887	
	1128	882.125	576.152	
	1129	881.797	576.773	
	1130	881.105	577.02	
	1131	880.594	577.656	
	1132	879.723	577.832	
	1133	878.852	578.063	
	1134	878.074	578.652	
	1135	877.164	578.781	
	1136	876.199	578.898	
	1137	875.496	579.031	
	1138	874.594	579.633	
	1139	873.633	579.719	
	1140	872.656	579.781	
	1141	871.656	579.828	
	1142	870.668	579.875	
	1143	869.691	579.941	
	1144	868.781	580.645	
	1145	867.781	580.684	
	1146	866.773	580.695	
	1147	865.785	580.703	
	1148	864.793	580.719	
	1149	863.824	580.723	
	1150	862.836	580.73	
	1151	861.84	580.73	
	1152	860.891	580.738	
	1153	859.891	580.742	
	1154	858.902	580.746	
	1155	857.898	580.746	
	1156	856.84	580.734	
	1157	854.84	579.809	
	1158	853.84	579.766	
	1159	852.84	579.723	
	1160	851.934	579.465	
	1161	851.07	579.273	
	1162	850.172	579.063	
	1163	849.09	578.906	
	1164	848.387	578.809	
	1165	847.953	578.727	
	1166	847.359	578.406	
	1167	847.133	578.441	
	1168	846.988	578.66	
	1169	846.426	578.547	
	1170	846.273	578.672	
	1171	846.125	578.719	
	1172	846.008	578.762	
	1173	845.938	578.813	
	1174	845.336	578.395	
	1175	845.418	578.824	
	1176	845.344	578.844	
	1177	845.215	578.836	
	1178	845.07	578.344	
	1179	845.063	578.32	
	1180	845.074	578.277	
	1181	845.09	578.207	
	1182	845.133	578.066	
	1183	845.188	577.941	
	1184	845.039	577.309	
	1185	844.91	577.129	
	1186	846.441	577.098	
	1187	848.266	577.117	
	1188	850.066	577.098	
	1189	851.957	577.098	
	1190	853.535	576.91	
	1191	855.238	576.617	
	1192	857.098	576.383	
	1193	858.906	576.094	
	1194	860.316	575.676	
	1195	862.102	575.281	
	1196	863.512	574.844	
	1197	865.219	574.332	
	1198	866.488	573.848	
	1199	867.598	573.238	
	1200	868.906	572.898	
	1201	870.059	572.867	
	1202	869.445	573	
	1203	868.914	573.316	
	1204	868.438	573.594	
	1205	867.699	573.93	
	1206	867.211	574.047	
	1207	866.539	574.352	
	1208	866.117	574.805	
	1209	865.516	574.926	
	1210	864.977	574.988	
	1211	864.418	575.145	
	1212	863.762	575.461	
	1213	863.227	575.605	
	1214	862.57	575.934	
	1215	862	576.031	
	1216	854.793	577.172	
	1217	860.883	576.488	
	1218	860.004	576.922	
	1219	859.832	577.023	
	1220	859.016	577.059	
	1221	858.703	577.113	
	1222	858.023	577.211	
	1223	857.52	577.441	
	1224	857.074	577.594	
	1225	856.48	577.891	
	1226	855.934	577.965	
	1227	855.426	578.043	
	1228	854.742	578.25	
	1229	854.23	578.473	
	1230	853.59	578.898	
	1231	853.117	578.988	
	1232	852.484	579.098	
	1233	852.047	579.441	
	1234	851.531	579.914	
	1235	850.742	580.008	
	1236	850.113	579.824	
	1237	849.477	579.586	
	1238	848.949	579.305	
	1239	848.094	579.055	
	1240	847.832	578.918	
	1241	846.984	578.707	
	1242	846.688	578.566	
	1243	845.777	578.406	
	1244	845.051	578.027	
	1245	845.219	578.031	
	1246	844.527	578.016	
	1247	843.813	577.996	
	1248	843.73	577.988	
	1249	843.359	578.031	
	1250	843.137	578.102	
	1251	843.141	578.309	
	1252	843.141	578.527	
	1253	843.473	578.664	
	1254	843.777	578.73	
	1255	843.902	578.77	
	1256	844.297	579.008	
	1257	844.77	579.039	
	1258	845.195	578.996	
	1259	845.688	578.824	
	1260	845.895	578.488	
	1261	846.113	578.469	
	1262	846.379	578.547	
	1263	846.805	578.848	
	1264	847.258	578.906	
	1265	847.695	578.969	
	1266	847.949	579.051	
	1267	848.418	579.164	
	1268	848.457	579.152	
	1269	848.559	579.27	
	1270	848.543	579.336	
	1271	848.402	579.398	
	1272	848.035	579.348	
	1273	847.508	579.277	
	1274	846.93	579.145	
	1275	846.426	578.887	
	1276	845.645	578.488	
	1277	845.301	578.25	
	1278	844.527	578.008	
	1279	844.09	577.832	
	1280	844.176	577.891	
	1281	844.555	577.965	
	1282	845.301	578.039	
	1283	845.652	578.102	
	1284	846.301	578.156	
	1285	846.801	578.211	
	1286	847.387	578.227	
	1287	848.004	578.262	
	1288	848.422	578.262	
	1289	849.238	578.27	
	1290	849.918	578.289	
	1291	850.57	578.355	
	1292	851.148	578.434	
	1293	851.496	578.445	
	1294	852.254	578.469	
	1295	852.609	578.477	
	1296	853.215	578.469	
	1297	853.793	578.504	
	1298	854.063	578.363	
	1299	854.48	578.336	
	1300	855.059	578.328	
	1301	855.422	578.285	
	1302	856.25	578.461	
	1303	856.988	578.492	
	1304	857.414	578.512	
	1305	858.07	578.547	
	1306	858.418	578.574	
	1307	859.168	578.637	
	1308	859.953	578.684	
	1309	860.367	578.742	
	1310	861.023	578.738	
	1311	860.277	578.184	
	1312	859.934	577.766	
	1313	859.168	578.879	
	1314	859.066	579.574	
	1315	859.039	580.301	
	1316	858.984	581.117	
	1317	858.945	581.895	
	1318	858.867	582.586	
	1319	858.414	583.32	
	1320	858.215	584.156	
	1321	858.027	585.094	
	1322	857.402	586.039	
	1323	857.152	587.07	
	1324	856.207	588.121	
	1325	855.582	589.199	
	1326	854.977	590.301	
	1327	853.813	589.707	
	1328	852.434	589.227	
	1329	851.027	588.977	
	1330	849.914	588.625	
	1331	848.684	588.285	
	1332	847.176	588.125	
	1333	846.008	588.047	
	1334	844.844	587.988	
	1335	843.426	587.742	
	1336	841.996	587.414	
	1337	834.082	587.219	
	1338	839.91	587.211	
	1339	838.094	586.883	
	1340	836.672	586.438	
	1341	833.652	585.645	
	1342	830.652	585.105	
	1343	827.574	584.594	
	1344	824.555	584.109	
	1345	821.551	583.797	
	1346	818.469	583.469	
	1347	815.438	583.117	
	1348	812.332	582.961	
	1349	809.473	582.809	
	1350	806.344	583.035	
	1351	803.43	583.18	
	1352	800.59	583.434	
	1353	797.543	583.773	
	1354	794.266	583.945	
	1355	791.492	584	
	1356	789.109	584.055	
	1357	786.18	584.191	
	1358	783.285	584.379	
	1359	780.918	584.457	
	1360	779.727	584.363	
	1361	776.914	584.293	
	1362	774.086	584.398	
